date,Total_PnL,Avg_Execution_Price,Total_Trade_Volume,Total_Fee,Trade_Count,value,classification,Sentiment_Binary,PnL_3D_Mean,PnL_3D_STD,Volume_3D_Mean,TradeCount_3D_Mean
2024-06-07,8902.467416,1232.3513694545454,1098588.76,372.962664,440,77.0,Extreme Greed,,3077.5653696666645,5045.6918968289165,420499.09666666674,242.66666666666666
2024-06-08,129.13883900000002,10513.408993103449,97351.88,34.073137,29,72.0,Greed,1.0,3101.926480666664,5023.939201202908,444499.4666666668,234.33333333333334
2024-06-09,0.0,1091.865705882353,22410.22,7.515775,17,75.0,Extreme Greed,,3010.5354183333307,5102.971311773259,406116.9533333334,162.0
2024-06-10,31.266805,280.7776811320755,46587.93,14.696328,53,72.0,Greed,1.0,53.46854799999758,67.37134389968062,55450.010000000075,33.0
2024-06-11,4320.631811,8924.726208861788,373279.92,129.928213,123,74.0,Greed,1.0,1450.6328719999976,2485.5411554970624,147426.0233333334,64.33333333333333
2024-06-12,-21886.531493,1364.4425952755903,193407.96,63.921417,254,72.0,Greed,1.0,-5844.877625666668,14057.050086635258,204425.2700000001,143.33333333333334
2024-06-13,6632.757115,180.8725936708861,132577.22,33.39975,79,70.0,Greed,1.0,-3644.3808556666686,15840.408004900633,233088.36666666673,152.0
2024-06-14,10258.592609,1759.0960645161292,139868.66,38.954076,31,74.0,Greed,1.0,-1665.0605896666693,17605.89630999101,155284.6133333334,121.33333333333333
2024-06-15,3369.958346,2138.914496153846,718350.25,251.422549,78,74.0,Greed,1.0,6753.769356666664,3445.911123972774,330265.37666666677,62.666666666666664
2024-06-16,0.0,4.114990909090909,25235.08,8.832277,11,71.0,Greed,1.0,4542.85031833333,5228.904021248655,294484.6633333334,40.0
2024-06-17,10599.502375,1595.9607578947368,368380.12,128.933025,38,71.0,Greed,1.0,4656.486906999996,5415.600562551602,370655.1500000001,42.333333333333336
2024-06-18,282.57636,2787.8253600000003,263314.79,67.160258,25,74.0,Greed,1.0,3627.3595783333294,6039.7055998319065,218976.66333333342,24.666666666666668
2024-06-19,4887.656944,1563.7263098360656,417071.12,138.851743,61,64.0,Greed,1.0,5256.578559666664,5168.347701986152,349588.67666666675,41.333333333333336
2024-06-20,57478.456026,374.05558,207990.8,13.46905,39,60.0,Greed,1.0,20882.89644333333,31776.216383840652,296125.57000000007,41.666666666666664
2024-06-21,773.5582039999999,877.39821875,176264.49,61.277099,80,63.0,Greed,1.0,21046.557058,31617.936348242863,267108.8033333334,60.0
2024-06-22,756.876565,1765.2402375,169594.27000000002,40.533382,24,53.0,Neutral,,19669.630264999996,32743.40465862573,184616.5200000001,47.666666666666664
2024-06-23,0.0,3.09,1792.12,0.1792119999999999,5,55.0,Greed,1.0,510.14492299999756,441.87719008455474,115883.62666666675,36.333333333333336
2024-06-24,0.0,2708.865954838709,403002.8,103.551001,31,51.0,Neutral,,252.29218833333093,436.9828885461645,191463.06333333338,20.0
2024-06-25,4869.353105,3.248285714285714,103099.08,36.084651,49,30.0,Fear,0.0,1623.1177016666643,2811.3223259511046,169298.0000000001,28.333333333333332
2024-06-26,4197.732182,1472.1298,365190.66,127.5543,72,46.0,Neutral,,3022.3617623333307,2638.8959117145782,290430.84666666674,50.666666666666664
2024-06-27,0.0,1362.6499733333333,130486.95,45.556012,30,40.0,Fear,0.0,3022.3617623333307,2638.895911714578,199592.23000000007,50.333333333333336
2024-06-29,6150.326145,767.398007192,280095.11,460.295231,75,30.0,Fear,0.0,3449.352775666664,3142.718842711768,258590.90666666673,59.0
2024-06-30,0.0,724.8069907142857,30520.69,17.057669,14,47.0,Neutral,,2050.1087149999976,3550.8924554197547,147034.2500000001,39.666666666666664
2024-07-01,5065.839308,1312.7375605675,362670.15,425.323025,64,53.0,Neutral,,3738.7218176666643,3282.919211209622,224428.65000000005,51.0
2024-07-02,2421.253116,3.4119444444444444,33347.47,11.45873,18,51.0,Neutral,,2495.697474666664,2533.7400114302436,142179.43666666676,32.0
2024-07-03,1118.387284,2039.0916666666667,179600.66,62.628682,18,50.0,Neutral,,2868.493235999997,2011.3707177317456,191872.7600000001,33.333333333333336
2024-07-04,0.0,2795.886,430568.01,113.024645,25,44.0,Fear,0.0,1179.8801333333308,1211.7972977459378,214505.3800000001,20.333333333333332
2024-07-05,0.0,1837.889625,272289.89,95.130717,32,29.0,Fear,0.0,372.79576133333086,645.7011994757156,294152.85333333345,25.0
2024-07-06,108.872178,1.10232597125,2490.17,344.35416,24,26.0,Fear,0.0,36.290725999997576,62.85738127618503,235116.02333333343,27.0
2024-07-07,61.428942,3.9900000000000007,498.75,0.049875,10,29.0,Fear,0.0,56.76703999999757,54.58560051320886,91759.6033333334,22.0
2024-07-08,0.0,3.19,497.64,0.0156,1,28.0,Fear,0.0,56.76703999999757,54.58560051320886,1162.1866666667443,11.666666666666666
2024-07-09,648.984412,4.546446666666666,2736.45,0.397568,15,27.0,Fear,0.0,236.80445133333092,358.27729304306996,1244.2800000000775,8.666666666666666
2024-07-10,11977.734907,2410.458285714285,687900.21,240.76504,56,28.0,Fear,0.0,4208.9064396666645,6735.823409791221,230378.10000000006,24.0
2024-07-11,1876.812082,3151.1421052631576,169887.02,59.460443,19,29.0,Fear,0.0,4834.510466999997,6216.601301914454,286841.22666666674,30.0
2024-07-12,1412.314654,1621.380905263158,89582.97,31.354029,19,25.0,Fear,0.0,5088.953880999998,5970.3783366959215,315790.0666666667,31.333333333333332
2024-07-13,2913.617837,2416.179635294118,139189.19,48.71621,17,25.0,Fear,0.0,2067.581524333331,768.6172954843711,132886.3933333334,18.333333333333332
2024-07-14,0.0,3194.1857142857143,84001.13,29.400389,7,33.0,Fear,0.0,1441.9774969999974,1457.0353936031788,104257.76333333342,14.333333333333334
2024-07-15,-1.0,2752.529615384616,198344.85,68.995769,26,52.0,Neutral,,970.8726123333308,1682.4667919379424,140511.72333333342,16.666666666666668
2024-07-16,0.0,3446.881818181818,144000.57,50.400181,22,65.0,Greed,1.0,-0.33333333333575865,0.5773503558935065,142115.51666666675,18.333333333333332
2024-07-17,1859.269477,92.9923074074074,626005.53,206.601913,351,69.0,Greed,1.0,619.4231589999976,1073.738524592332,322783.6500000001,133.0
2024-07-18,3803.884311,2995.8028266666665,649704.85,227.396664,60,61.0,Greed,1.0,1887.7179293333309,1902.10171880954,473236.9833333334,144.33333333333334
2024-07-19,2155.891114,8050.626695652173,150269.42,52.594288,23,60.0,Greed,1.0,2606.3483006666643,1047.6475890861614,475326.6000000001,144.66666666666666
2024-07-20,2299.169566,124.9492365037594,244362.21,80.758418,266,74.0,Greed,1.0,2752.981663666664,912.9235780344014,348112.1600000001,116.33333333333333
2024-07-21,-2960.716887,27.973419642857145,234307.46,64.72334,448,74.0,Greed,1.0,498.1145976666642,2996.2924770778036,209646.3633333334,245.66666666666666
2024-07-22,1517.119876,481.8778051948052,304213.8,97.459536,154,70.0,Greed,1.0,285.19085166666423,2838.104687174081,260961.15666666673,289.3333333333333
2024-07-23,89890.302206,23.5789245945946,358526.54,59.243126,370,71.0,Greed,1.0,29482.235064999997,52362.80824500049,299015.9333333334,324.0
2024-07-24,625.561479,115.88352861011111,69207.93,55.067279,90,69.0,Greed,1.0,30677.661186999994,51281.58891285971,243982.75666666674,204.66666666666666
2024-07-25,916.73826,2688.136446210769,528555.31,224.185916,78,68.0,Greed,1.0,30477.533981666664,51453.172565335684,318763.26000000007,179.33333333333334
2024-07-26,2766.513113,826.2452972302632,548587.65,206.567015,152,68.0,Greed,1.0,1436.2709506666667,1161.1865213159072,382116.9633333334,106.66666666666667
2024-07-27,6400.623656,2922.802513681579,905199.75,316.819894,57,72.0,Greed,1.0,3361.291676333333,2789.9051800494153,660780.9033333334,95.66666666666667
2024-07-28,587.29903,607.7397125,43254.68,15.139122,16,71.0,Greed,1.0,3251.4785996666665,2936.848556575276,499014.0266666668,75.0
2024-07-29,330.804454,48349.08078974359,327199.14,114.519684,39,74.0,Greed,1.0,2439.575713333333,3432.7646248989504,425217.85666666675,37.333333333333336
2024-07-30,0.0,3295.4833333333336,36006.47,12.602264,6,67.0,Greed,1.0,306.03449466666666,294.43199694358805,135486.76333333342,20.333333333333332
2024-07-31,765.690884,256.78039232558143,84506.54,29.577267000000003,43,61.0,Greed,1.0,365.49844600000006,384.02263900878216,149237.38333333342,29.333333333333332
2024-08-01,167.080017,18740.47300252632,227774.53,108.095036,57,52.0,Neutral,,310.92363366666666,402.6026229452661,116095.84666666674,35.333333333333336
2024-08-02,782.3681909999999,14406.321016984128,396320.37,145.520462,63,57.0,Greed,1.0,571.7130306666667,350.521668309307,236200.48000000007,54.333333333333336
2024-08-03,464.1897,2718.8256902127027,290532.86,108.653106,37,37.0,Fear,0.0,471.212636,307.7042012859585,304875.9200000001,52.333333333333336
2024-08-04,-122672.000883,11138.705859755904,1207744.07,445.902235,127,34.0,Fear,0.0,-40475.147664,71184.74077158255,631532.4333333335,75.66666666666667
2024-08-05,-13013.665169,14847.670722625,420495.4,202.719158,80,26.0,Fear,0.0,-45073.82545066666,67539.0314247091,639590.7766666667,81.33333333333333
2024-08-06,267.318048,1056.048024274299,61478.38,62.621279,107,17.0,Extreme Fear,,-45139.449334666664,67472.7244225308,563239.2833333334,104.66666666666667
2024-08-07,188.789255,1.594288883939394,2492.77,3.7522038,33,29.0,Fear,0.0,-4185.852621999999,7645.210753573732,161488.8500000001,73.33333333333333
2024-08-08,-40.712217,520.3884688888888,16299.35,6.647995,9,20.0,Extreme Fear,,138.46502866666665,160.06266539975726,26756.833333333412,49.666666666666664
2024-08-09,18082.071276,4675.996384345139,503204.86,185.25438068,144,48.0,Neutral,,6076.716104666666,10397.575790721903,173998.9933333334,62.0
2024-08-10,0.0,1.867518552613636,11339.29,50.0831879,88,40.0,Fear,0.0,6013.7863529999995,10451.461147044643,176947.8333333334,80.33333333333333
2024-08-11,847.7766200000001,892.9076233333334,44230.21,40.931287,24,39.0,Fear,0.0,6309.949298666666,10203.765147545495,186258.12000000008,85.33333333333333
2024-08-12,858.6705000000001,855.5521279583332,54167.32,36.071895,48,25.0,Fear,0.0,568.8157066666668,492.6389654373612,36578.94000000008,53.333333333333336
2024-08-13,212.08102,458.5604338260869,20797.87,17.932876999999998,23,31.0,Fear,0.0,639.5093800000001,370.2038915967582,39731.800000000076,31.666666666666668
2024-08-14,2168.9015130000003,971.82196148,66710.03,46.493106,25,30.0,Fear,0.0,1079.8843443333335,996.9896108528571,47225.073333333414,32.0
2024-08-15,0.0,0.0322534166666666,1522.37,16.50261,12,29.0,Fear,0.0,793.6608443333333,1195.7047136839074,29676.75666666674,20.0
2024-08-16,825.230544,13243.149667228572,166382.84,81.187942,35,27.0,Fear,0.0,998.0440189999999,1094.7291062762504,78205.08000000007,24.0
2024-08-17,-288.283113,0.1719116666666666,30248.96,17.096539,30,25.0,Fear,0.0,178.98247699999988,577.9309745851886,66051.39000000007,25.666666666666668
2024-08-18,307.201888,2467.2810786666664,62804.48,21.981557,15,31.0,Fear,0.0,281.38310633333316,557.2056381581712,86478.76000000008,26.666666666666668
2024-08-19,339.699583,58542.625,100315.03,35.110258,8,28.0,Fear,0.0,119.53945266666652,353.55828210367616,64456.15666666674,17.666666666666668
2024-08-20,192.602844,1739.2645333333332,49914.8,17.470174,12,30.0,Fear,0.0,279.83477166666654,77.27277623602787,71011.43666666675,11.666666666666666
2024-08-21,656.200925,141.46601248275863,104990.41,36.746583,145,26.0,Fear,0.0,396.1677839999999,236.901431968367,85073.4133333334,55.0
2024-08-23,1005.30527,2683.83,63509.56,22.228342,10,34.0,Fear,0.0,618.0363463333332,407.6931561897726,72804.92333333341,55.666666666666664
2024-08-24,0.0,46230.142857142855,34999.67,12.249882,7,56.0,Greed,1.0,553.8353983333332,510.41032244514497,67833.21333333342,54.0
2024-08-25,0.0,19585.087261176468,21950.28,26.303603,17,54.0,Neutral,,335.1017566666665,580.4132682512256,40153.17000000008,11.333333333333334
2024-08-26,231.236918,2263.875,92611.27,32.302932,6,55.0,Greed,1.0,77.07897266666652,133.5046968494553,49853.74000000008,10.0
2024-08-27,0.0,372.7858502784,70250.16,52.053552,50,48.0,Neutral,,77.07897266666652,133.5046968494553,61603.903333333416,24.333333333333332
2024-08-28,1333.359645,15309.777777777776,71160.06999999999,24.906026,9,30.0,Fear,0.0,521.5321876666666,712.5064865813996,78007.16666666674,21.666666666666668
2024-08-29,0.0,60802.0,9995.85,3.498547,1,29.0,Fear,0.0,444.45321499999983,769.8155499665601,50468.69333333341,20.0
2024-08-30,256.464,11097.769382833334,37233.24,13.031176,6,34.0,Fear,0.0,529.9412149999998,707.4986403312412,39463.05333333341,5.333333333333333
2024-08-31,10.882801,11030.937086423237,107507.43,39.955315,34,29.0,Fear,0.0,89.11560033333319,145.03007960925052,51578.84000000008,13.666666666666666
2024-09-01,137.433093,44.57331249999999,12359.68,4.325861,12,26.0,Fear,0.0,134.92663133333318,122.80978416621105,52366.783333333406,17.333333333333332
2024-09-02,0.0,2426.1,30000.42,10.500148,2,26.0,Fear,0.0,49.438631333333184,76.39946204801238,49955.84333333341,16.0
2024-09-04,1065.785132,5402.028013264706,131480.97,63.570227,34,27.0,Fear,0.0,401.07274166666656,579.7446723849101,57947.02333333341,16.0
2024-09-05,0.0,7.79e-05,0.84,0.0,1,29.0,Fear,0.0,355.2617106666665,615.3313328575347,53827.41000000008,12.333333333333334
2024-09-06,-1104.856765,215.7303428571429,39047.1,13.666476,42,22.0,Extreme Fear,,-13.023877666666825,1085.379554484913,56842.97000000008,25.666666666666668
2024-09-08,0.0,0.11756,0.11,0.0,1,29.0,Fear,0.0,-368.28558833333346,637.8893506878127,13016.016666666743,14.666666666666666
2024-09-09,0.0,0.0115,4014.43,34.9079,2,26.0,Fear,0.0,-368.28558833333346,637.8893506878127,14353.880000000077,15.0
2024-09-10,-219.729659,1557.6705000000002,2547.28,7.2904,3,33.0,Fear,0.0,-73.24321966666682,126.86097776795462,2187.273333333411,2.0
2024-09-11,0.0,1.5e-05,0.54,0.0,1,37.0,Fear,0.0,-73.24321966666682,126.86097776795462,2187.4166666667447,2.0
2024-09-14,0.0,0.0106523636363636,1014.8,30.38133,11,50.0,Neutral,,-73.24321966666682,126.86097776795462,1187.5400000000775,5.0
2024-09-18,-878.684794,3.120756620689655,13633.5,31.732943,145,45.0,Neutral,,-292.8949313333335,507.30890234757646,4882.946666666744,52.333333333333336
2024-09-19,0.0,0.9843423684210526,1521.87,28.60766,19,49.0,Neutral,,-292.8949313333335,507.30890234757646,5390.056666666744,58.333333333333336
2024-09-20,9585.03428,17153.90225,332873.38,109.317031,16,54.0,Neutral,,2902.116495333333,5804.228142420055,116009.58333333342,60.0
2024-09-21,36165.56933,4.30038695652174,165648.12,57.976841,23,54.0,Neutral,,15250.201203333332,18736.533522577756,166681.1233333334,19.333333333333332
2024-09-22,0.0,62701.0,19999.74,6.999907,3,52.0,Neutral,,15250.201203333332,18736.533522577756,172840.41333333342,14.0
2024-09-23,334.760796,63672.0,40334.29,14.117002,2,50.0,Neutral,,12166.776708666666,20784.238058176576,75327.3833333334,9.333333333333334
2024-09-24,0.0,0.4286068,7118.63,12.966142,10,54.0,Neutral,,111.586932,193.27423568180524,22484.220000000078,5.0
2024-09-25,0.0,42295.14844444444,52754.130000000005,17.764677,9,59.0,Greed,1.0,111.586932,193.27423568180524,33402.35000000007,7.0
2024-09-26,439.812513,24173.9921375,113711.93,31.348204,8,50.0,Neutral,,146.604171,253.92587277128504,57861.56333333341,9.0
2024-09-27,0.0,11807.956114285716,126097.04,37.503311,56,61.0,Greed,1.0,146.604171,253.92587277128501,97521.0333333334,24.333333333333332
2024-09-28,0.0,4.101,29199.21,2.8031200000000003,4,64.0,Greed,1.0,146.604171,253.92587277128501,89669.39333333341,22.666666666666668
2024-09-30,2710.626288,6063.712550943396,214669.85,65.637576,106,61.0,Greed,1.0,903.542096,1564.980817048907,123322.0333333334,55.333333333333336
2024-10-01,0.0,62044.5,139954.32,48.98401,4,50.0,Neutral,,903.542096,1564.980817048907,127941.12666666675,38.0
2024-10-02,0.0,60911.0,99954.34,34.984016999999994,4,42.0,Fear,0.0,903.542096,1564.980817048907,151526.17000000007,38.0
2024-10-03,100.375782,26799.238066666665,132935.69,46.527491000000005,9,37.0,Fear,0.0,33.458594,57.95198474807201,124281.45000000007,5.666666666666667
2024-10-04,0.0,0.0011,0.34,0.0,1,41.0,Fear,0.0,33.458594,57.95198474807201,77630.1233333334,4.666666666666667
2024-10-05,5767.161892,60568.59460185676,605605.74,211.961771,37,49.0,Neutral,,1955.8458913333334,3301.0780159071005,246180.59000000008,15.666666666666666
2024-10-06,130.487079,62166.40909090909,300130.56,105.045693,22,50.0,Neutral,,1965.8829903333335,3292.650556259715,301912.21333333344,20.0
2024-10-07,0.0,63684.42857142857,219984.65,76.994616,21,50.0,Neutral,,1965.8829903333335,3292.650556259715,375240.3166666667,26.666666666666668
2024-10-08,5396.546638,58825.33341509444,434584.13,152.10422,36,49.0,Neutral,,1842.3445723333334,3078.7206697161087,318233.1133333334,26.333333333333332
2024-10-09,396.06272,61800.92857142857,220399.93,77.139967,14,49.0,Neutral,,1930.869786,3007.890199360465,291656.23666666675,23.666666666666668
2024-10-10,0.0,59323.25,300024.34,105.00851,16,39.0,Fear,0.0,1930.869786,3007.890199360465,318336.1333333334,22.0
2024-10-11,8885.327477,59195.38462157692,488904.19,171.116194,26,32.0,Fear,0.0,3093.7967323333337,5019.520663804131,336442.82000000007,18.666666666666668
2024-10-12,541.55471,62726.0,159713.4,55.899685,10,49.0,Neutral,,3142.294062333334,4980.978315297406,316213.97666666674,17.333333333333332
2024-10-13,0.0,62778.2,60002.42,21.000841,10,50.0,Neutral,,3142.294062333334,4980.978315297406,236206.67000000007,15.333333333333334
2024-10-14,1913.61958,64693.8,61916.02,21.670604,5,48.0,Neutral,,818.39143,986.3893254663491,93877.28000000007,8.333333333333334
2024-10-15,1170.226076,66652.28571428571,81173.36,28.410673,7,65.0,Greed,1.0,1027.948552,964.7109124579042,67697.26666666674,7.333333333333333
2024-10-16,219.480876,67576.54545454546,80229.17,28.080204,11,73.0,Greed,1.0,1101.108844,849.1815947817311,74439.51666666674,7.666666666666667
2024-10-17,36.11496,67400.11111111111,140531.75,49.186107,9,71.0,Greed,1.0,475.2739706666666,608.7894433356333,100644.76000000007,9.0
2024-10-18,333.219141,67397.0,120331.43,42.115998,6,73.0,Greed,1.0,196.271659,149.90571839025876,113697.45000000007,8.666666666666666
2024-10-19,0.0,68391.25,99996.86,34.998901000000004,4,72.0,Greed,1.0,123.11136700000002,182.8524818104568,120286.68000000007,6.333333333333333
2024-10-20,389.155797,4280.33074875,176447.86000000002,59.257459,96,73.0,Greed,1.0,240.791646,210.39888297593404,132258.71666666676,35.333333333333336
2024-10-21,2464.915564,4316.762150867052,324117.99,109.858043,173,72.0,Greed,1.0,951.3571203333332,1325.1433621987906,200187.57000000007,91.0
2024-10-22,0.0,67047.0,60000.36,21.000124,3,70.0,Greed,1.0,951.3571203333332,1325.1433621987906,186855.40333333344,90.66666666666667
2024-10-23,-46.489941,30954.322222222225,210006.07,73.502111,18,71.0,Greed,1.0,806.1418743333334,1436.728208047774,198041.4733333334,64.66666666666667
2024-10-25,13235.862071,56633.085333333336,427883.18,143.841914,30,72.0,Greed,1.0,4396.457376666666,7655.184311386886,232629.87000000008,17.0
2024-10-26,42471.99413,2.6499333333333337,88668.86,8.512204,6,,,,18553.78875333333,21752.370677077317,242186.03666666674,18.0
2024-10-27,666.6623079999999,67737.75,90664.41,31.73254,4,74.0,Greed,1.0,18791.506169666667,21449.250061486233,202405.4833333334,13.333333333333334
2024-10-28,167.28016200000002,52838.49888384615,121495.25,42.27334,13,72.0,Greed,1.0,14435.312200000002,24281.76261857705,100276.17333333341,7.666666666666667
2024-10-29,801.170876,51081.13156396226,613267.8099999999,214.643714,53,72.0,Greed,1.0,545.037782,333.98915149487857,275142.49000000005,23.333333333333332
2024-10-30,9.150023,646.6885008,11830.85,3.596988,25,77.0,Extreme Greed,,325.86702033333336,419.149855806503,248864.63666666672,30.333333333333332
2024-10-31,1214.043811,42753.894183125,896173.36,312.710928,48,77.0,Extreme Greed,,674.7882366666666,612.3084914752995,507090.67333333334,42.0
2024-11-01,1040.475736,27379.532136956524,260981.03,90.654875,23,75.0,Extreme Greed,,754.5565233333333,651.3482994666184,389661.74666666676,32.0
2024-11-02,0.0,68880.0,40000.0,13.999997,2,72.0,Greed,1.0,751.5065156666666,656.5843445291362,399051.4633333334,24.333333333333332
2024-11-03,0.0,45208.04899166667,129055.66,40.404152,6,74.0,Greed,1.0,346.8252453333334,600.7189462639354,143345.5633333334,10.333333333333334
2024-11-04,2799.410474,49681.014294444445,451811.97,158.13418,36,70.0,Greed,1.0,933.1368246666666,1616.240390735805,206955.87666666674,14.666666666666666
2024-11-05,678.4759280000001,67511.4,200627.23,70.219524,10,70.0,Greed,1.0,1159.2954673333334,1460.3305524906407,260498.28666666674,17.333333333333332
2024-11-06,2817.83723,58370.23423933333,123906.9,43.36741,15,70.0,Greed,1.0,2098.574544,1229.8759879381503,258782.0333333334,20.333333333333332
2024-11-07,4493.353136,1338.6989985840708,111335.3,26.17844238,113,77.0,Extreme Greed,,2663.222098,1912.1326855924049,145289.81000000008,46.0
2024-11-08,-64.41354100000007,46749.91446666667,270700.44,93.878257,39,75.0,Extreme Greed,,2415.5922750000004,2305.3546415592864,168647.54666666675,55.666666666666664
2024-11-09,102.90894,8015.27303244186,193384.41,66.18450299999999,86,75.0,Extreme Greed,,1510.6161783333337,2584.4804162797977,191806.7166666667,79.33333333333333
2024-11-10,991.114334,22619.335545589594,413636.7,142.313546,173,78.0,Extreme Greed,,343.20324433333354,567.3101340939141,292573.8500000001,99.33333333333333
2024-11-11,6749.630996,6882.198738908847,1570572.42,396.91055,373,76.0,Extreme Greed,,2614.551423333334,3608.516247669581,725864.5100000001,210.66666666666666
2024-11-12,3494.399394,33638.82797450292,1226354.52,427.904853,171,80.0,Extreme Greed,,3745.048241333334,2887.4291627906387,1070187.8800000001,239.0
2024-11-13,7846.402274,46411.560992520834,515336.37,179.184068,48,84.0,Extreme Greed,,6030.144221333333,2263.4549213693217,1104087.7700000003,197.33333333333334
2024-11-14,4563.509225,33402.97117528182,1008361.81,335.028802,110,88.0,Extreme Greed,,5301.436964333334,2267.9032779726385,916684.2333333334,109.66666666666667
2024-11-15,4140.740438,47181.7405247651,1427858.42,466.427513,149,80.0,Extreme Greed,,5516.883979000001,2028.466163599704,983852.2000000001,102.33333333333333
2024-11-16,2769.521909,8005.464557764331,303296.07,100.171303,157,86.0,Extreme Greed,,3824.5905240000006,937.848974293126,913172.1,138.66666666666666
2024-11-17,882.975285,13599.930072669857,1215987.57,271.111689,209,90.0,Extreme Greed,,2597.7458773333333,1635.6615486754765,982380.6866666666,171.66666666666666
2024-11-18,4470.815187,13431.133118797688,2084339.58,445.104339,346,83.0,Extreme Greed,,2707.770793666667,1794.7168831819527,1201207.74,237.33333333333334
2024-11-19,2958.268991,15993.576337872131,628031.15,201.486933,305,90.0,Extreme Greed,,2770.6864876666673,1801.2604440397447,1309452.7666666668,286.6666666666667
2024-11-20,4210.092897,9792.793397765454,1999514.12,644.057369,550,83.0,Extreme Greed,,3879.7256916666665,808.582628138354,1570628.2833333332,400.3333333333333
2024-11-21,1692.430891,7300.062138975701,598300.62,198.628267,535,82.0,Extreme Greed,,2953.597593,1258.8375036446341,1075281.9633333334,463.3333333333333
2024-11-22,-18105.345617,9893.695111284242,1646713.62,436.439059,679,94.0,Extreme Greed,,-4067.6072763333336,12222.038650932182,1414842.7866666669,588.0
2024-11-23,2901.531638,4723.455523900826,516245.68,154.621867,363,93.0,Extreme Greed,,-4503.794362666667,11794.79243341274,920419.9733333335,525.6666666666666
2024-11-24,945.550386,19953.478843476743,664952.28,202.583126,172,80.0,Extreme Greed,,-4752.7545310000005,11604.9658421293,942637.1933333334,404.6666666666667
2024-11-25,5523.740734,14680.957598172548,937410.87,283.779701,255,82.0,Extreme Greed,,3123.6075859999996,2297.160205697233,706202.9433333334,263.3333333333333
2024-11-26,1094.809359,10192.743361337749,1146902.44,311.298478,302,79.0,Extreme Greed,,2521.3668263333325,2601.2028700838127,916421.8633333333,243.0
2024-11-27,-2654.495633,19940.432149488264,1444242.53,439.714536,213,75.0,Extreme Greed,,1321.3514866666662,4093.8219942170153,1176185.28,256.6666666666667
2024-11-28,-127075.399585,4420.7387338072285,1894225.15,315.582009,332,77.0,Extreme Greed,,-42878.36195300001,72940.86770449113,1495123.3733333333,282.3333333333333
2024-11-29,176844.994152,1859.8201062210944,794262.91,192.45173557,393,78.0,Extreme Greed,,15705.032977999994,152789.7432762647,1377576.8633333333,312.6666666666667
