date,Total_PnL,Avg_Execution_Price,Total_Trade_Volume,Total_Fee,Trade_Count,value,classification,Sentiment_Binary,PnL_3D_Mean,PnL_3D_STD,Volume_3D_Mean,TradeCount_3D_Mean
2024-11-30,37316.69352,3435.1424477873725,1732193.7,552.3753395,373,84.0,Extreme Greed,,29028.762695666665,152129.61177997195,1473560.5866666667,366.0
2024-12-01,40886.364494,6389.235122030456,814711.82,245.38375138,416,81.0,Extreme Greed,,85016.01738866667,79546.25300896494,1113722.81,394.0
2024-12-02,18489.604313,6137.360651434223,585243.56,147.88781359,270,80.0,Extreme Greed,,32230.887442333333,12033.402853973983,1044049.6933333334,353.0
2024-12-03,23576.539285,2354.399729529412,1084666.53,330.57309171,374,76.0,Extreme Greed,,27650.836030666662,11741.108854367989,828207.3033333333,353.3333333333333
2024-12-04,292891.815021,3922.991142316614,769287.65,172.60641765,319,78.0,Extreme Greed,,111652.652873,156978.32541129398,813065.9133333334,321.0
2024-12-05,71574.11848800001,4881.7428253070175,1256750.79,352.76572323,456,84.0,Extreme Greed,,129347.49093133333,143652.36287230536,1036901.6566666667,383.0
2024-12-06,-92624.643895,15604.850347196028,3471019.22,691.99378587,403,72.0,Greed,1.0,90613.76320466667,193462.18254993827,1832352.5533333335,392.6666666666667
2024-12-07,85906.279067,1359.7200135328949,451733.42,108.4520379,304,75.0,Extreme Greed,,21618.584553333334,99196.71940865337,1726501.1433333333,387.6666666666667
2024-12-08,15965.933436,1787.932218347619,932939.72,234.17888346,420,79.0,Extreme Greed,,3082.5228693333315,89960.04287620065,1618564.12,375.6666666666667
2024-12-09,6310.967676,3534.281893526901,983949.68,174.77343643,539,78.0,Extreme Greed,,36061.06005966666,43436.3210271479,789540.94,421.0
2024-12-10,39325.770231,2885.2128903966163,3150424.08,453.54068535,1596,78.0,Extreme Greed,,20534.223781000004,16974.87126441798,1689104.4933333334,851.6666666666666
2024-12-11,319051.554217,4356.67425052498,2194098.33,413.50923006,1221,74.0,Greed,1.0,121562.76404133334,171825.0883332314,2109490.696666667,1118.6666666666667
2024-12-12,599151.795008,2265.6843708274846,4557189.87,698.96545151,1932,83.0,Extreme Greed,,319176.373152,279913.0332607423,3300570.7600000002,1583.0
2024-12-13,31935.901745,4577.503724812446,2880824.64,453.22737636,1173,76.0,Extreme Greed,,316713.0836566667,283615.1771784382,3210704.28,1442.0
2024-12-14,167801.399244,2159.90745817328,2369561.78,232.09144503,1235,83.0,Extreme Greed,,266296.3653323333,296157.7470725563,3269192.096666666,1446.6666666666667
2024-12-15,97525.315279,1595.8074837011786,2583269.81,231.33057038,1697,80.0,Extreme Greed,,99087.538756,67946.21961012097,2611218.7433333336,1368.3333333333333
2024-12-16,166774.344133,3014.2459456306638,2740808.97,402.150056,1055,83.0,Extreme Greed,,144033.6862186667,40280.704265771,2564546.8533333335,1329.0
2024-12-17,219591.305172,1052.0018582095724,5233597.63,746.14038598,1941,87.0,Extreme Greed,,161296.98819466666,61217.05271569279,3519225.47,1564.3333333333333
2024-12-18,13682.994673,5035.001314213366,3798887.07,691.44797021,1429,81.0,Extreme Greed,,133349.54799266666,106946.11180826211,3924431.223333333,1475.0
2024-12-19,62744.004486000005,2950.7475688442946,8241709.39,1056.23317908,3339,75.0,Extreme Greed,,98672.76811033335,107553.31294208507,5758064.696666666,2236.3333333333335
2024-12-20,254969.660039,1281.1534623320258,7681274.71,1210.83830578,2488,74.0,Greed,1.0,110465.553066,127525.77531627093,6573957.056666668,2418.6666666666665
2024-12-21,150022.163157,3657.2952470862574,4382875.12,680.39159713,1681,73.0,Greed,1.0,155911.94256066668,96248.07940558117,6768619.739999999,2502.6666666666665
2024-12-22,352197.163973,1463.3598931589147,3087320.22,333.05684453,774,73.0,Greed,1.0,252396.32905633337,101112.06289556737,5050490.016666668,1647.6666666666667
2024-12-23,-29430.626577,1741.0217452281254,6771878.26,1200.89694657,2347,70.0,Greed,1.0,157596.23351766667,190926.60248480286,4747357.866666667,1600.6666666666667
2024-12-24,14813.780116,11362.672453045592,1767036.11,386.78244023,338,73.0,Greed,1.0,112526.77250400001,208736.23138085468,3875411.5300000007,1153.0
2024-12-25,756.6570469999998,3392.6270428030766,347889.35,66.51878221999999,208,73.0,Greed,1.0,-4620.0631379999995,22606.939661634213,2962267.9066666677,964.3333333333334
2024-12-26,60228.639722,4755.660897423242,2205242.65,523.35899848,697,79.0,Extreme Greed,,25266.35896166667,31083.29912054967,1440056.0366666678,414.3333333333333
2024-12-27,2672.811035,13201.857670753849,347913.0,88.5556466,260,74.0,Greed,1.0,21219.369268,33796.60186381836,967015.0000000008,388.3333333333333
2024-12-28,940.673623,4138.285644782609,281555.01,48.40849263,161,72.0,Greed,1.0,21280.70812666667,33741.01519915512,944903.5533333343,372.6666666666667
2024-12-29,2884.067927,7062.877761626865,344628.54,72.1173571,201,73.0,Greed,1.0,2165.850861666667,1066.2794278462868,324698.85000000097,207.33333333333334
2024-12-30,9009.738137,12587.64033930592,1073865.73,284.90632048,304,65.0,Greed,1.0,4278.159895666667,4211.302630497191,566683.0933333343,222.0
2024-12-31,5445.01281,28739.59996418628,877164.62,266.51641113,306,64.0,Greed,1.0,5779.6062913333335,3076.511576244526,765219.6300000009,270.3333333333333
2025-01-01,-9528.065345,8822.579264114584,282582.1,31.60438221,96,66.0,Greed,1.0,1642.2285339999999,9836.585569784427,744537.4833333343,235.33333333333334
2025-01-02,8716.519087,10094.891613861497,774674.84,176.13969323,361,70.0,Greed,1.0,1544.4888506666666,9727.629754576807,644807.1866666676,254.33333333333334
2025-01-03,6028.486793,9803.075828159448,771208.99,210.99783681,508,74.0,Greed,1.0,1738.9801783333332,9849.675909494676,609488.6433333341,321.6666666666667
2025-01-04,2553.537968,7797.149899172507,1826029.62,233.711971,371,73.0,Greed,1.0,5766.181282666667,3089.85229483291,1123971.150000001,413.3333333333333
2025-01-05,3187.719363,7824.165539405858,451943.57,139.34161097,239,72.0,Greed,1.0,3923.2480413333337,1850.559148369413,1016394.060000001,372.6666666666667
2025-01-06,6064.185393,7217.135723097731,556526.99,174.93108825,573,76.0,Extreme Greed,,3935.147574666667,1870.8682568247891,944833.3933333341,394.3333333333333
2025-01-07,16098.227531,9068.043705916796,1313178.1,303.38645263,637,78.0,Extreme Greed,,8450.044095666666,6777.871834200551,773882.8866666676,483.0
2025-01-08,130117.090554,6518.9895779990375,3177275.18,696.91291038,1039,70.0,Greed,1.0,50759.83449266667,68908.28010910471,1682326.7566666675,749.6666666666666
2025-01-09,46975.928902,6362.898092735632,1020733.25,275.51377943,522,69.0,Greed,1.0,64397.082329,58972.007947073835,1837062.1766666675,732.6666666666666
2025-01-10,-10116.875552,31588.40589572161,6547449.68,2094.17917505,819,50.0,Neutral,,55658.71463466666,70519.03564651367,3581819.370000001,793.3333333333334
2025-01-11,2269.080536,30131.13514043109,1658098.71,494.64797735,283,69.0,Greed,1.0,13042.711295333334,30032.489405800872,3075427.2133333334,541.3333333333334
2025-01-12,5742.241803,12893.280709518272,2258459.17,612.0827527,602,62.0,Greed,1.0,-701.8510709999997,8336.529660479366,3488002.520000001,568.0
2025-01-13,9655.429352,29317.207596281864,2936648.01,863.10012478,408,61.0,Greed,1.0,5888.917230333333,3695.3582327936465,2284401.963333334,431.0
2025-01-14,16069.512355,21343.217767563638,876581.97,240.59104948,275,63.0,Greed,1.0,10489.06117,5213.859968350659,2023896.3833333338,428.3333333333333
2025-01-15,14819.5883,28411.1857780412,1801599.89,513.60899482,267,70.0,Greed,1.0,13514.843335666666,3400.277159120903,1871609.956666667,316.6666666666667
2025-01-16,20807.709328,30076.24313476011,3049692.96,890.56916796,371,75.0,Extreme Greed,,17232.269994333332,3158.8609272007398,1909291.6066666674,304.3333333333333
2025-01-17,7006.415608,8905.736269495797,1110230.46,351.41464889,238,75.0,Extreme Greed,,14211.237745333334,6920.729360730794,1987174.4366666675,292.0
2025-01-18,443.2330819999997,9620.95311349616,2711629.88,815.9342014599999,651,77.0,Extreme Greed,,9419.119339333332,10394.413291037574,2290517.766666667,420.0
2025-01-19,87923.799302,6104.771320986599,9715215.3,2162.35563971,1567,77.0,Extreme Greed,,31791.149330666667,48722.937471180834,4512358.546666668,818.6666666666666
2025-01-20,87277.239173,16330.118057409887,8287327.01,2207.65981966,1315,76.0,Extreme Greed,,58548.090519,50321.321061064154,6904724.063333335,1177.6666666666667
2025-01-21,11077.839421,19761.02999872815,1523729.82,398.3042653,530,76.0,Extreme Greed,,62092.959298666676,44181.57253991367,6508757.376666666,1137.3333333333333
2025-01-22,20524.408057,8344.303495522838,1778406.43,471.17013976,832,84.0,Extreme Greed,,39626.49555033333,41536.18230643645,3863154.4200000004,892.3333333333334
2025-01-23,101256.24216,6983.956473275615,3697028.66,1088.34986968,1218,75.0,Extreme Greed,,44286.16321266667,49563.10963002359,2333054.9700000007,860.0
2025-01-24,10602.779738,5079.286193251716,1611433.45,338.6436011,874,75.0,Extreme Greed,,44127.809985,49722.76137952623,2362289.513333334,974.6666666666666
2025-01-25,-10348.016256,3985.267088405138,1239377.7,318.93376206,506,75.0,Extreme Greed,,33837.00188066666,59319.04780993574,2182613.270000001,866.0
2025-01-26,40823.466668,18.065921855875832,1201173.66,382.25815423,451,73.0,Greed,1.0,13692.743383333334,25725.300244262446,1350661.6033333337,610.3333333333334
2025-01-27,41331.765392,11661.276710637774,1508028.31,406.25916743,773,71.0,Greed,1.0,23935.738601333334,29691.690373512436,1316193.2233333339,576.6666666666666
2025-01-28,17979.613973,6429.960821865462,579412.17,124.71028463,498,72.0,Greed,1.0,33378.282011,13338.0592631247,1096204.713333334,574.0
2025-01-29,23421.01147,581.4878012956043,1897513.41,612.52114509,910,72.0,Greed,1.0,27577.463611666666,12218.339280707523,1328317.9633333338,727.0
2025-01-30,23097.471385,8261.57404625867,3014397.17,874.65111573,1067,70.0,Greed,1.0,21499.365609333334,3052.4839447219456,1830440.9166666672,825.0
2025-01-31,35868.296773,6716.441229059054,2783411.48,670.93805151,1016,76.0,Extreme Greed,,27462.259876,7281.638674225397,2565107.353333334,997.6666666666666
2025-02-01,32300.205017,4211.306208217666,1363746.44,285.47738189,634,68.0,Greed,1.0,30421.991058333337,6589.329330715238,2387185.0300000007,905.6666666666666
2025-02-02,162854.759623,5409.088864621683,5661092.29,1184.12208921,1319,60.0,Greed,1.0,77007.75380433333,74367.09034053619,3269416.736666667,989.6666666666666
2025-02-03,348871.326269,4859.416197735714,22592901.37,2991.56562406,2380,44.0,Fear,0.0,181342.09696966666,159093.22717926814,9872580.033333333,1444.3333333333333
2025-02-04,416876.88812,15703.124947818073,15678409.27,3853.77856394,2512,72.0,Greed,1.0,309534.32467066665,131500.41905863665,14644134.310000002,2070.3333333333335
2025-02-05,56706.235562,21926.164488164224,8743231.51,1335.74961667,1297,54.0,Neutral,,274151.48331700003,191358.34431529904,15671514.050000003,2063.0
2025-02-06,33803.799733,2869.875065266001,2818508.87,709.13035861,1703,49.0,Neutral,,169128.9744716667,214861.3551329133,9080049.883333333,1837.3333333333333
2025-02-07,22450.002091,23967.33330591798,3460263.54,738.0892383400001,1524,44.0,Fear,0.0,37653.34579533335,17449.545454522122,5007334.64,1508.0
2025-02-08,586.703253,17096.856943027826,839734.97,109.97628618,575,44.0,Fear,0.0,18946.835025666685,16883.364867707303,2372835.7933333335,1267.3333333333333
2025-02-09,150551.829492,1661.4545370450262,2920919.7,427.36182496,764,46.0,Neutral,,57862.84494533335,81011.95498961299,2406972.736666667,954.3333333333334
2025-02-10,63908.49465,34318.415525228345,3624958.44,491.3623421,889,43.0,Fear,0.0,71682.34246500002,75284.19026832849,2461871.0366666666,742.6666666666666
2025-02-11,-6093.784817,19989.86707794811,2797544.17,476.43012785,848,47.0,Neutral,,69455.51310833335,78469.9890460921,3114474.1033333335,833.6666666666666
2025-02-12,19848.635032,20122.266069995152,4143974.54,1099.15503114,1031,46.0,Neutral,,25887.781621666694,35389.73369909141,3522159.0500000003,922.6666666666666
2025-02-13,27829.534238,19088.377477377373,3199852.21,823.48748402,1370,50.0,Neutral,,13861.461484333362,17736.47595336355,3380456.973333333,1083.0
2025-02-14,213860.675308,20052.512642015045,4007103.42,961.57771575,1655,48.0,Neutral,,87179.61485933336,109781.5649156685,3783643.39,1352.0
2025-02-15,45042.92701,11469.872673227468,1712852.95,374.08731802,932,50.0,Neutral,,95577.71218533337,102796.98315850216,2973269.526666667,1319.0
2025-02-16,2369.478425,3744.413148171806,806177.64,171.57200528,681,54.0,Neutral,,87091.02691433336,111839.90172976979,2175378.0033333334,1089.3333333333333
2025-02-17,1818.573295,4732.56718405526,2031044.64,253.48675564,941,51.0,Neutral,,16410.326243333362,24798.08952546657,1516691.7433333334,851.3333333333334
2025-02-18,91204.672403,6687.451669075776,3371128.68,609.53940291,1676,47.0,Neutral,,31797.5747076667,51448.79314962328,2069450.32,1099.3333333333333
2025-02-19,14985.794701,18063.043201803303,3263930.24,688.4874495,1361,44.0,Fear,0.0,36003.01346633337,48257.240823618464,2888701.186666667,1326.0
2025-02-20,46008.794102,16106.864259217198,4628609.29,1232.46402475,2012,49.0,Neutral,,50733.0870686667,38328.42988649912,3754556.0700000003,1683.0
2025-02-21,119693.49395,15982.61099378804,3972159.88,829.71831377,1873,55.0,Greed,1.0,60229.360917666694,53782.84076658546,3954899.803333333,1748.6666666666667
2025-02-22,25278.704178,16330.238533271136,3175570.2,880.16463397,686,49.0,Neutral,,63660.33074333336,49620.76874931491,3925446.456666667,1523.6666666666667
2025-02-23,10656.934251,6653.326019425,1141310.74,230.00271917,520,50.0,Neutral,,51876.3774596667,59184.62643074729,2763013.606666667,1026.3333333333333
2025-02-24,38470.176242,415.2820556340812,11223619.59,2097.96443324,5616,49.0,Neutral,,24801.938223666697,13912.74907571795,5180166.843333334,2274.0
2025-02-25,204762.177034,1141.5425229423631,19414984.36,3186.61506431,6246,25.0,Fear,0.0,84629.76250900002,104963.05003293921,10593304.896666666,4127.333333333333
2025-02-26,63229.063129,1021.7923438341836,4946958.13,754.17254667,1176,21.0,Extreme Fear,,102153.80546833336,89719.6135551711,11861854.026666665,4346.0
2025-02-27,-36525.167517,3783.741142521348,1999898.43,512.14597331,890,10.0,Extreme Fear,,77155.35754866668,121245.00780368515,8787280.306666667,2770.6666666666665
2025-02-28,225628.108748,2374.567007783121,4123660.77,878.39826396,1019,16.0,Extreme Fear,,84110.66812000002,132318.23810181447,3690172.4433333348,1028.3333333333333
2025-03-01,10596.108968,3119.315583793103,263824.13,37.06354539,174,20.0,Extreme Fear,,66566.35006633335,139751.8729054195,2129127.776666668,694.3333333333334
2025-03-02,66914.320708,9371.077831221804,6460848.74,1931.69694201,532,26.0,Fear,0.0,101046.17947466667,111505.28269771452,3616111.213333335,575.0
2025-03-03,616413.032233,3500.2799614203777,8244590.38,1040.56404242,1482,33.0,Fear,0.0,231307.82063633334,334697.55487989885,4989754.416666668,729.3333333333334
2025-03-04,182075.566585,2545.786879941715,11124247.15,2220.33648528,2402,15.0,Extreme Fear,,288467.63984200003,289787.272720613,8609895.423333334,1472.0
2025-03-05,269328.365917,3657.355850823494,9193654.22,2321.32151085,1660,20.0,Extreme Fear,,355938.98824499996,229757.06396412378,9520830.583333336,1848.0
2025-03-06,16101.125561,5795.717284914474,6765324.96,1306.61716326,760,25.0,Fear,0.0,155835.01935433334,128636.82813954356,9027742.110000001,1607.3333333333333
2025-03-07,150236.061627,4468.829034675548,19854275.48,4916.50104687,2552,34.0,Fear,0.0,145221.85103500003,126688.06394240352,11937751.553333335,1657.3333333333333
2025-03-08,24700.773359,3131.854198517958,892083.51,208.339773,529,28.0,Fear,0.0,63679.32018233335,75083.55747233583,9170561.316666668,1280.3333333333333
2025-03-09,19773.457395,806.5426083241913,10419697.99,2377.0639268,1422,27.0,Fear,0.0,64903.43079366668,73941.28092179445,10388685.660000002,1501.0
2025-03-10,-10010.02727,2998.767983825833,16811790.68,3488.37247123,2911,20.0,Extreme Fear,,11488.06782800002,18780.193829783984,9374524.06,1620.6666666666667
2025-03-11,-76880.729036,2341.3900885374314,14016952.09,2441.08024204,3286,24.0,Extreme Fear,,-22372.432970333317,49498.78528493757,13749480.253333336,2539.6666666666665
2025-03-12,288105.984215,4000.6491172159776,18618139.15,3658.41357197,3968,34.0,Fear,0.0,67071.74263633335,194319.38825387857,16482293.973333335,3388.3333333333335
2025-03-13,14114.870873,5443.617843656964,3285591.22,809.18670717,962,45.0,Neutral,,75113.37535066668,189985.36357789737,11973560.82,2738.6666666666665
2025-03-14,68646.160089,4004.7944216610863,8047187.16,1193.48707492,2210,27.0,Fear,0.0,123622.33839233336,145032.98825862713,9983639.176666668,2380.0
2025-03-15,78694.624572,23597.128657252877,2355749.54,574.332888,261,46.0,Neutral,,53818.55184466668,34749.52692687234,4562842.6400000015,1144.3333333333333
2025-03-16,-7910.943544999999,50519.7275055283,10187921.51,2442.48300218,530,30.0,Fear,0.0,46476.61370533335,47368.21399799898,6863619.403333333,1000.3333333333334
2025-03-17,26163.906513,9535.147864272823,3592895.05,807.74000798,920,32.0,Fear,0.0,32315.862513333355,43629.302414656995,5378855.366666667,570.3333333333334
2025-03-18,72322.788824,11904.9902331247,4050655.47,857.936131,834,34.0,Fear,0.0,30191.91726400002,40268.24562136639,5943824.010000002,761.3333333333334
2025-03-19,29374.682341,15006.281201493795,4598813.57,784.4900710184,1612,32.0,Fear,0.0,42620.45922600003,25773.019963046085,4080788.0300000007,1122.0
2025-03-20,10246.859436,2358.06017454345,1652257.93,329.235446,771,49.0,Neutral,,37314.77686700002,31790.55013926838,3433908.9900000007,1072.3333333333333
2025-03-21,6951.270374,4097.717261760745,2543903.39,633.46068283,698,31.0,Fear,0.0,15524.27071700002,12107.462716525493,2931658.2966666673,1027.0
2025-03-22,12498.535254,3803.037827611215,971809.42,268.83480197,535,32.0,Fear,0.0,9898.888354666686,2789.9551640285254,1722656.913333334,668.0
2025-03-23,14047.421585,5709.453012297539,2593519.67,597.21601403,447,30.0,Fear,0.0,11165.742404333354,3731.098107450667,2036410.8266666674,560.0
2025-03-24,107878.961301,3414.229185942551,3017587.05,531.10535137,1027,45.0,Neutral,,44808.306046666694,54626.279645192735,2194305.3800000004,669.6666666666666
2025-03-25,32030.90678,11769.79868919722,5372519.77,1401.35398577,791,46.0,Neutral,,51319.09655533335,49800.754612513265,3661208.8300000005,755.0
2025-03-26,15802.167427,1063.4996657601548,7597754.37,1796.80351609,3102,47.0,Neutral,,51904.01183600002,49150.17010096573,5329287.0633333335,1640.0
2025-03-27,58825.359221,9118.37818057707,3240279.46,714.0241193,785,40.0,Fear,0.0,35552.81114266669,21726.74885459491,5403517.866666667,1559.3333333333333
2025-03-28,21337.179335,7612.338172063187,1483092.61,389.28339505,728,44.0,Fear,0.0,31988.235327666684,23405.821996994764,4107042.146666667,1538.3333333333333
2025-03-29,12098.872931,2414.803543719641,3668151.83,839.84451462,1894,26.0,Fear,0.0,30753.803829000022,24745.620681205928,2797174.6333333342,1135.6666666666667
2025-03-30,15795.11514,7603.879054272887,2850874.96,759.07175327,568,32.0,Fear,0.0,16410.389135333353,4649.784712278005,2667373.1333333342,1063.3333333333333
2025-03-31,6978.184557,8426.110126818183,2164772.47,482.00163111,495,34.0,Fear,0.0,11624.057542666686,4427.601321945819,2894599.753333334,985.6666666666666
2025-04-01,-2202.6622420000003,11425.36599246875,704445.1900000001,162.93599482,192,34.0,Fear,0.0,6856.879151666686,8999.501870882514,1906697.5400000007,418.3333333333333
2025-04-02,202212.740938,7414.856134767658,3867930.6,1181.2230379,1076,44.0,Fear,0.0,68996.08775100003,115460.29404841189,2245716.0866666674,587.6666666666666
2025-04-03,-2365.961276,4420.623526697368,8670233.15,1337.1188527,1748,25.0,Fear,0.0,65881.37247333337,118066.45665569091,4414202.98,1005.3333333333334
2025-04-04,-25515.67895,4732.811766900943,3835545.73,836.063409361,1272,28.0,Fear,0.0,58110.36690400002,125331.9512685117,5457903.160000001,1365.3333333333333
2025-04-05,35907.33771,10940.511464127778,1267564.22,282.060344,360,30.0,Fear,0.0,2675.232494666685,31020.267082646198,4591114.366666667,1126.6666666666667
2025-04-06,47053.449272,4081.843948900764,3551252.06,618.4359126335,1048,34.0,Fear,0.0,19148.369344000017,39079.62203303272,2884787.3366666674,893.3333333333334
2025-04-07,34527.370305,10523.865138202558,14460253.14,2766.5551014029,2814,23.0,Extreme Fear,,39162.71909566668,6868.318174522267,6426356.473333334,1407.3333333333333
2025-04-08,34899.394798,31685.96511792683,8869391.4,2274.97769106,943,24.0,Extreme Fear,,38826.73812500002,7126.968694891449,8960298.866666667,1601.6666666666667
2025-04-09,43120.444797,13917.529131650615,28556806.47,6111.274358194,3967,18.0,Extreme Fear,,37515.73663333335,4857.3826033920905,17295483.669999998,2574.6666666666665
2025-04-10,158261.822261,39246.50578036154,28741953.29,6868.556500782,2127,39.0,Fear,0.0,78760.55395200002,68972.71317576394,22056050.386666667,2345.6666666666665
2025-04-11,126406.479081,18896.037772089418,11319327.07,2174.4390780901,1096,25.0,Fear,0.0,109262.91537966668,59454.27262495999,22872695.61,2396.6666666666665
2025-04-12,410419.694533,52901.409214082974,55914617.49,11517.596374457,2109,43.0,Fear,0.0,231695.998625,155596.62699281212,31991965.95,1777.3333333333333
2025-04-13,48696.021521,32683.551292376986,14171154.79,2568.3362202649,1321,45.0,Neutral,,195174.06504500002,190414.65165215134,27135033.11666667,1508.6666666666667
2025-04-14,45680.443063,32893.321598730334,13079972.98,2023.157718567,890,31.0,Fear,0.0,168265.38637233336,209717.20279685545,27721915.08666667,1440.0
2025-04-15,72357.706282,63863.56281482317,20752168.24,1866.90475939,1131,38.0,Fear,0.0,55578.056955333355,14609.616764428712,16001098.67,1114.0
2025-04-16,58631.730257,48069.12341485696,36502715.9,5997.61790529,1608,29.0,Fear,0.0,58889.95986733335,13340.506179026783,23444952.373333335,1209.6666666666667
2025-04-17,5427.919886,1747.3123040737148,2604551.51,519.20873692,1031,30.0,Fear,0.0,45472.45214166669,35352.143176065336,19953145.216666665,1256.6666666666667
2025-04-18,4880.404744,15666.24511019377,24610650.46,4667.32793177,1894,33.0,Fear,0.0,22980.018295666687,30876.501866922114,21239305.956666667,1511.0
2025-04-19,71950.577495,16014.825865230438,32706462.71,6480.62633269,2786,32.0,Fear,0.0,27419.63404166669,38565.89992260799,19973888.226666667,1903.6666666666667
2025-04-20,25060.341936,7953.09440782997,12126094.05,1887.3296081058,1982,37.0,Fear,0.0,33963.77472500002,34410.10541662701,23147735.74,2220.6666666666665
2025-04-21,34369.267906999994,41859.99143913446,42104054.84,6356.09106388,1718,39.0,Fear,0.0,43793.39577933335,24825.071748338465,28978870.53333333,2162.0
2025-04-22,58652.763578,15070.37095092762,33753625.24,5749.685751,2998,47.0,Neutral,,39360.79114033335,17343.562958201957,29327924.709999997,2232.6666666666665
2025-04-23,-419020.225731,12725.948066658386,30682443.79,7342.08084188,6159,72.0,Greed,1.0,-108666.06474866666,269048.696279664,35513374.623333335,3625.0
2025-04-24,50704.395965,42081.60551729973,35088918.64,7366.5003199353,2232,63.0,Greed,1.0,-103221.02206266664,273519.0064969762,33174995.89,3796.3333333333335
2025-04-25,20218.859206,33876.77419571567,27749455.78,6299.0932547382,1653,60.0,Greed,1.0,-116032.32351999998,262837.5803657801,31173606.070000004,3348.0
2025-04-26,-4125.753942,24357.80254500265,11948127.77,2652.30675352,1131,65.0,Greed,1.0,22265.83374300002,27472.32995711012,24928834.063333333,1672.0
2025-04-27,2702.067468,13133.751885486648,487537.69,55.9267726562,337,61.0,Greed,1.0,6265.057577333352,12557.317437287718,13395040.413333334,1040.3333333333333
2025-04-28,36906.813759,58469.14186169688,26124921.49,6007.2514035301,1379,54.0,Neutral,,11827.709095000018,21985.811432889506,12853528.983333334,949.0
2025-04-29,125749.613427,28548.785993098085,34089511.66,5149.2952871531,2243,60.0,Greed,1.0,55119.49821800002,63513.39266670726,20233990.28,1319.6666666666667
2025-04-30,14003.797269,35649.303644469,12693878.85,2950.1837728755,1113,56.0,Greed,1.0,58886.74148500003,59026.43284440019,24302770.666666668,1578.3333333333333
2025-05-01,54536.829297,12672.104182341463,10720240.52,2652.6136779658,1230,53.0,Neutral,,64763.41333100002,56570.47925338529,19167877.01,1528.6666666666667
